date,game_link
2018-12-14,https://www.nba.com/game/okc-vs-den-0021800426
2018-12-14,https://www.nba.com/game/tor-vs-por-0021800427
2018-12-14,https://www.nba.com/game/gsw-vs-sac-0021800428
2018-12-15,https://www.nba.com/game/uta-vs-orl-0021800429
2018-12-15,https://www.nba.com/game/lal-vs-cha-0021800430
2018-12-15,https://www.nba.com/game/bos-vs-det-0021800431
2018-12-15,https://www.nba.com/game/hou-vs-mem-0021800432
2018-12-15,https://www.nba.com/game/chi-vs-sas-0021800433
2018-12-15,https://www.nba.com/game/lac-vs-okc-0021800434
2018-12-15,https://www.nba.com/game/min-vs-phx-0021800435
2018-12-16,https://www.nba.com/game/atl-vs-bkn-0021800436
2018-12-16,https://www.nba.com/game/phi-vs-cle-0021800437
2018-12-16,https://www.nba.com/game/nyk-vs-ind-0021800438
